day,week,average,maxTemperature, minTemperature,weather,windDirection,windSpeed
2020-02-08,星期六,11.0,18,4,多云,西南风,3级
2020-02-09,星期日,11.0,15,7,多云转雨,东南风,2级
2020-02-10,星期一,11.0,15,7,多云转晴,西南风,3级
2020-02-11,星期二,11.5,17,6,晴,西风,3级
2020-02-12,星期三,11.5,19,4,晴转多云,西风,2级
2020-02-13,星期四,11.0,19,3,晴,西南风,2级
2020-02-14,星期五,12.0,20,4,晴转多云,西南风,3级
2020-02-15,星期六,10.0,15,5,多云,南风,2级
2020-02-16,星期日,8.5,14,3,多云,东风,2级
2020-02-17,星期一,7.5,11,4,多云,东风,2级
2020-02-18,星期二,7.0,11,3,阴转多云,南风,3级
2020-02-19,星期三,10.5,16,5,晴,西南风,3级
2020-02-20,星期四,13.0,20,6,晴,西南风,3级
2020-02-21,星期五,12.5,20,5,晴转多云,南风,2级
2020-02-22,星期六,13.0,21,5,晴转多云,南风,2级
2020-02-23,星期日,14.5,21,8,小雨转雨,西南风,3级
2020-02-24,星期一,15.0,21,9,晴,西南风,3级
2020-02-25,星期二,15.0,22,8,晴,西南风,3级
2020-02-26,星期三,14.0,21,7,多云,西南风,3级
2020-02-27,星期四,14.0,19,9,多云转雨,西南风,3级
2020-02-28,星期五,13.5,18,9,多云转雨,西南风,3级
2020-02-29,星期六,13.5,20,7,晴,西南风,3级
2020-03-01,星期日,15.0,22,8,晴,西南风,2级
2020-03-02,星期一,14.5,22,7,晴,西南风,3级
2020-03-03,星期二,13.5,20,7,多云转雨,西南风,3级
2020-03-04,星期三,12.5,18,7,多云,西南风,3级
2020-03-05,星期四,14.0,20,8,晴,西南风,3级
2020-03-06,星期五,15.0,22,8,晴,西风,4级
2020-03-07,星期六,15.5,22,9,晴,西风,4级
2020-03-08,星期日,17.0,23,11,晴,西风,5级
2020-03-09,星期一,17.0,23,11,多云,西风,4级
2020-03-10,星期二,12.0,17,7,晴转多云,东风,2级
2020-03-11,星期三,15.5,22,9,晴,西南风,3级
2020-03-12,星期四,17.0,23,11,晴,西风,4级
2020-03-13,星期五,18.0,24,12,晴,西风,3级
2020-03-14,星期六,18.0,24,12,晴,南风,2级
2020-03-15,星期日,18.0,26,10,晴转多云,西南风,3级
2020-03-16,星期一,18.5,26,11,晴转多云,西风,3级
2020-03-17,星期二,16.5,22,11,多云,西南风,3级
2020-03-18,星期三,17.5,24,11,晴转多云,西南风,3级
2020-03-19,星期四,14.0,20,8,晴转多云,东南风,2级
2020-03-20,星期五,17.0,24,10,晴,西南风,3级
2020-03-21,星期六,17.5,25,10,多云,西风,4级
2020-03-22,星期日,17.0,24,10,中雨转雨,西南风,3级
2020-03-23,星期一,16.0,23,9,多云转雨,西南风,3级
2020-03-24,星期二,16.0,23,9,多云,西南风,3级
2020-03-25,星期三,16.5,24,9,晴,西南风,3级
2020-03-26,星期四,17.5,25,10,晴,西风,4级
2020-03-27,星期五,18.5,26,11,晴,西南风,3级
2020-03-28,星期六,19.5,27,12,晴,西南风,3级
2020-03-29,星期日,20.0,27,13,晴,西风,4级
2020-03-30,星期一,20.5,28,13,晴,西风,4级
2020-03-31,星期二,20.5,28,13,晴,西风,3级
2020-04-01,星期三,21.5,28,15,晴,西南风,3级
2020-04-02,星期四,19.5,27,12,晴,西南风,3级
2020-04-03,星期五,20.5,27,14,晴,西风,4级
2020-04-04,星期六,15.5,21,10,多云转雨,西风,2级
2020-04-05,星期日,16.0,22,10,多云,西南风,3级
2020-04-06,星期一,17.0,23,11,晴转多云,西南风,3级
2020-04-07,星期二,17.0,24,10,多云,西南风,3级
2020-04-08,星期三,17.0,23,11,多云转雨,西南风,3级
2020-04-09,星期四,17.0,24,10,晴转多云,西南风,3级
2020-04-10,星期五,18.0,25,11,多云转晴,西南风,4级
2020-04-11,星期六,19.0,26,12,多云,西南风,3级
2020-04-12,星期日,15.5,22,9,多云转雨,东风,3级
2020-04-13,星期一,13.5,17,10,小雨到大雨,南风,3级
2020-04-14,星期二,15.5,22,9,晴,西南风,2级
2020-04-15,星期三,17.5,26,9,晴,西南风,3级
2020-04-16,星期四,20.0,29,11,晴,西南风,3级
2020-04-17,星期五,19.0,26,12,晴,西南风,4级
2020-04-18,星期六,20.0,25,15,晴,西风,4级
2020-04-19,星期日,20.0,25,15,晴,西南风,3级
2020-04-20,星期一,20.5,28,13,晴,西风,4级
2020-04-21,星期二,20.0,28,12,晴转多云,西风,4级
2020-04-22,星期三,19.0,24,14,多云转雨,西风,3级
2020-04-23,星期四,14.5,21,8,多云转雨,西南风,3级
2020-04-24,星期五,11.5,16,7,阴转雨,东风,3级
2020-04-25,星期六,9.0,12,6,小雨到大雨,东风,2级
2020-04-26,星期日,12.5,17,8,多云,东风,2级
2020-04-27,星期一,14.0,20,8,多云,东风,2级
2020-04-28,星期二,15.0,20,10,多云转雨,南风,2级
2020-04-29,星期三,15.5,20,11,多云转雨,西南风,2级
2020-04-30,星期四,16.0,21,11,多云,西南风,3级
2020-05-01,星期五,17.5,23,12,晴转多云,西南风,3级
2020-05-02,星期六,19.5,25,14,晴转多云,西南风,3级
2020-05-03,星期日,19.5,26,13,多云,西南风,3级
2020-05-04,星期一,20.5,27,14,晴,西南风,3级
2020-05-05,星期二,21.0,28,14,晴,西风,4级
2020-05-06,星期三,22.0,29,15,晴转多云,西南风,4级
2020-05-07,星期四,22.5,29,16,晴,西风,4级
2020-05-08,星期五,23.0,30,16,晴,西风,4级
2020-05-09,星期六,23.5,30,17,晴,西风,4级
2020-05-10,星期日,23.5,30,17,晴,西南风,3级
2020-05-11,星期一,21.5,29,14,多云,西南风,3级
2020-05-12,星期二,20.5,27,14,多云,南风,3级
2020-05-13,星期三,20.0,26,14,晴转多云,西南风,4级
2020-05-14,星期四,21.5,28,15,晴,西南风,4级
2020-05-15,星期五,22.0,29,15,晴,西风,3级
2020-05-16,星期六,22.0,29,15,多云转雨,西南风,2级
2020-05-17,星期日,20.5,26,15,阴转雨,东南风,2级
2020-05-18,星期一,20.0,25,15,多云,东南风,2级
2020-05-19,星期二,21.5,29,14,晴转多云,西南风,3级
2020-05-20,星期三,23.0,30,16,晴转多云,西南风,3级
2020-05-21,星期四,23.0,29,17,多云,西风,3级
2020-05-22,星期五,22.0,26,18,多云转雨,东风,2级
2020-05-23,星期六,20.5,25,16,多云转雨,东风,2级
2020-05-24,星期日,20.5,25,16,多云,南风,3级
2020-05-25,星期一,21.5,25,18,多云转雨,西南风,3级
2020-05-26,星期二,16.0,20,12,多云转雨,东风,2级
2020-05-27,星期三,17.5,23,12,阴转雨,东风,2级
2020-05-28,星期四,14.5,17,12,小雨到中雨,南风,2级
2020-05-29,星期五,18.5,24,13,多云,西风,3级
2020-05-30,星期六,19.5,25,14,多云,西南风,2级
2020-05-31,星期日,20.5,26,15,晴转多云,西南风,3级
2020-06-01,星期一,21.5,28,15,晴,西南风,3级
2020-06-02,星期二,21.5,28,15,多云,西南风,3级
2020-06-03,星期三,22.0,29,15,多云转多云,西南风,3级
2020-06-04,星期四,21.5,27,16,晴,西南风,3级
2020-06-05,星期五,21.5,27,16,多云,西南风,2级
2020-06-06,星期六,21.0,26,16,多云,西南风,3级
2020-06-07,星期日,23.0,29,17,晴,西南风,3级
2020-06-08,星期一,22.5,27,18,多云,西南风,3级
2020-06-09,星期二,21.5,26,17,多云,南风,2级
2020-06-10,星期三,21.0,25,17,多云,西南风,3级
2020-06-11,星期四,23.0,28,18,晴,西南风,3级
2020-06-12,星期五,22.5,28,17,晴,西南风,3级
2020-06-13,星期六,23.5,29,18,阴,西南风,2级
2020-06-14,星期日,20.5,24,17,阴,东风,2级
2020-06-15,星期一,21.5,26,17,多云,南风,2级
2020-06-16,星期二,22.0,26,18,多云,西南风,3级
2020-06-17,星期三,23.0,27,19,阴,西南风,3级
2020-06-18,星期四,20.0,24,16,多云,南风,2级
2020-06-19,星期五,21.5,25,18,阴,南风,2级
2020-06-20,星期六,22.0,26,18,多云,西南风,3级
2020-06-21,星期日,24.0,28,20,多云,西南风,3级
2020-06-22,星期一,23.5,28,19,多云,西南风,3级
2020-06-23,星期二,23.0,27,19,多云,西南风,3级
2020-06-24,星期三,22.0,26,18,多云,西南风,2级
2020-06-25,星期四,21.5,25,18,多云,南风,2级
2020-06-26,星期五,21.5,25,18,多云,西南风,3级
2020-06-27,星期六,21.5,25,18,多云,西南风,3级
2020-06-28,星期日,23.5,28,19,多云,西南风,3级
2020-06-29,星期一,23.5,28,19,多云,西南风,3级
2020-06-30,星期二,21.5,24,19,多云,西南风,2级
2020-07-01,星期三,19.5,21,18,多云,南风,2级
2020-07-02,星期四,19.0,21,17,多云,东风,2级
2020-07-03,星期五,20.0,23,17,多云,东南风,2级
2020-07-04,星期六,21.5,24,19,多云,南风,2级
2020-07-05,星期日,21.5,25,18,多云,西南风,3级
2020-07-06,星期一,22.0,26,18,多云,西南风,3级
2020-07-07,星期二,22.5,26,19,多云,西南风,3级
2020-07-08,星期三,21.5,25,18,阴,西南风,3级
2020-07-09,星期四,20.0,22,18,多云,西南风,3级
2020-07-10,星期五,20.5,23,18,多云,西南风,3级
2020-07-11,星期六,21.5,24,19,阴转雨,西南风,3级
2020-07-12,星期日,19.5,21,18,阴转雨,西南风,2级
2020-07-13,星期一,19.5,22,17,多云,南风,2级
2020-07-14,星期二,21.5,25,18,多云,西南风,3级
2020-07-15,星期三,22.0,26,18,多云,西南风,3级
2020-07-16,星期四,21.5,25,18,多云,西南风,3级
2020-07-17,星期五,20.5,24,17,多云,西南风,3级
2020-07-18,星期六,20.0,23,17,阴,西南风,3级
2020-07-19,星期日,19.0,21,17,小雨,南风,2级
2020-07-20,星期一,19.0,20,18,多云,东风,2级
2020-07-21,星期二,19.5,22,17,多云,南风,3级
2020-07-22,星期三,20.5,23,18,多云,西南风,3级
2020-07-23,星期四,21.0,24,18,阴,西南风,3级
2020-07-24,星期五,22.0,26,18,多云,西南风,3级
2020-07-25,星期六,22.5,26,19,多云,西南风,3级
2020-07-26,星期日,20.0,24,16,小雨,西南风,2级
2020-07-27,星期一,22.0,28,16,晴,东风,2级
2020-07-28,星期二,22.0,27,17,晴,南风,2级
2020-07-29,星期三,22.0,28,16,多云,南风,2级
2020-07-30,星期四,21.5,26,17,多云,南风,2级
2020-07-31,星期五,21.5,25,18,晴转雨,东南风,2级
2020-08-01,星期六,22.5,26,19,多云,东风,3级
2020-08-02,星期日,22.0,25,19,多云,东风,3级
2020-08-03,星期一,20.5,24,17,多云,东风,3级
2020-08-04,星期二,21.0,24,18,多云,东风,2级
2020-08-05,星期三,22.0,26,18,多云,东南风,2级
2020-08-06,星期四,22.0,25,19,多云,东南风,2级
2020-08-07,星期五,22.5,26,19,多云,南风,2级
2020-08-08,星期六,22.0,25,19,多云,西南风,2级
2020-08-09,星期日,20.5,23,18,多云,西南风,2级
2020-08-10,星期一,21.5,24,19,多云,西南风,3级
2020-08-11,星期二,22.0,25,19,多云,西南风,3级
2020-08-12,星期三,21.0,23,19,多云,西南风,3级
2020-08-13,星期四,21.5,24,19,多云,南风,2级
2020-08-14,星期五,20.5,24,17,阴,南风,2级
2020-08-15,星期六,21.5,25,18,小雨,南风,2级
2020-08-16,星期日,20.5,23,18,小雨,南风,2级
2020-08-17,星期一,19.5,22,17,小雨到中雨,南风,2级
2020-08-18,星期二,18.5,22,15,阴,东风,2级
2020-08-19,星期三,20.0,23,17,多云,东北风,3级
2020-08-20,星期四,20.5,24,17,多云,东风,2级
2020-08-21,星期五,20.5,24,17,多云,南风,2级
2020-08-22,星期六,20.5,23,18,多云,南风,2级
2020-08-23,星期日,21.5,25,18,多云,西南风,2级
2020-08-24,星期一,21.0,25,17,小雨,西南风,2级
2020-08-25,星期二,21.0,25,17,晴,东北风,2级
2020-08-26,星期三,22.0,26,18,晴,西风,2级
2020-08-27,星期四,22.5,29,16,晴,西南风,2级
2020-08-28,星期五,21.5,27,16,阴,西南风,2级
2020-08-29,星期六,20.5,24,17,多云,南风,2级
2020-08-30,星期日,20.0,23,17,小雨,南风,2级
2020-08-31,星期一,18.5,23,14,多云,东南风,2级
2020-09-01,星期二,20.5,25,16,晴,南风,2级
2020-09-02,星期三,21.5,27,16,多云,西南风,2级
2020-09-03,星期四,21.5,26,17,阴,南风,2级
2020-09-04,星期五,20.5,24,17,多云,南风,2级
2020-09-05,星期六,22.0,26,18,多云,西南风,3级
2020-09-06,星期日,20.0,23,17,阴,南风,2级
2020-09-07,星期一,20.0,24,16,多云,东北风,2级
2020-09-08,星期二,20.5,24,17,多云,东南风,2级
2020-09-09,星期三,20.0,23,17,多云,南风,2级
2020-09-10,星期四,20.5,24,17,多云转雨,西南风,2级
2020-09-11,星期五,20.0,23,17,小雨,东北风,2级
2020-09-12,星期六,19.5,22,17,阴转雨,东南风,2级
2020-09-13,星期日,19.5,22,17,阴,南风,2级
2020-09-14,星期一,18.5,21,16,阴,西南风,2级
2020-09-15,星期二,19.5,22,17,阴,南风,3级
2020-09-16,星期三,20.5,24,17,阴,西南风,2级
2020-09-17,星期四,19.0,23,15,多云,东风,2级
2020-09-18,星期五,16.0,17,15,多云,东风,3级
2020-09-19,星期六,18.0,20,16,多云,东风,2级
2020-09-20,星期日,19.0,22,16,多云,东南风,2级
2020-09-21,星期一,20.0,23,17,多云,南风,2级
2020-09-22,星期二,19.5,23,16,阴,西南风,2级
2020-09-23,星期三,16.0,18,14,阴,东风,3级
2020-09-24,星期四,17.0,19,15,阴,东南风,2级
2020-09-25,星期五,19.5,23,16,阴,西南风,3级
2020-09-26,星期六,20.0,24,16,多云,南风,2级
2020-09-27,星期日,20.5,25,16,多云,南风,2级
2020-09-28,星期一,20.5,24,17,多云,南风,3级
2020-09-29,星期二,20.5,24,17,多云,南风,2级
2020-09-30,星期三,20.0,24,16,晴,南风,2级
2020-10-01,星期四,21.5,26,17,多云,南风,3级
2020-10-02,星期五,21.0,25,17,阴,南风,3级
2020-10-03,星期六,20.5,24,17,阴,西南风,2级
2020-10-04,星期日,20.5,25,16,阴,南风,2级
2020-10-05,星期一,20.0,24,16,多云,东南风,2级
2020-10-06,星期二,19.0,22,16,阴,南风,2级
2020-10-07,星期三,19.0,22,16,阴,东南风,2级
2020-10-08,星期四,18.5,21,16,多云,东南风,2级
2020-10-09,星期五,16.5,21,12,晴,东南风,2级
2020-10-10,星期六,18.5,23,14,晴,南风,2级
2020-10-11,星期日,18.0,24,12,晴,东南风,2级
2020-10-12,星期一,16.5,22,11,晴,东南风,2级
2020-10-13,星期二,17.0,22,12,晴,东南风,2级
2020-10-14,星期三,17.5,23,12,多云,东风,2级
2020-10-15,星期四,13.5,16,11,多云,东风,2级
2020-10-16,星期五,12.5,15,10,多云,东风,2级
2020-10-17,星期六,13.5,15,12,多云,东风,2级
2020-10-18,星期日,13.5,15,12,阴,东风,2级
2020-10-19,星期一,12.0,13,11,阴,东风,2级
2020-10-20,星期二,11.5,13,10,阴,东风,2级
2020-10-21,星期三,11.5,14,9,阴,东风,2级
2020-10-22,星期四,13.5,18,9,晴,东风,2级
2020-10-23,星期五,14.0,18,10,晴,东风,2级
2020-10-24,星期六,16.5,22,11,晴,西南风,2级
2020-10-25,星期日,18.0,23,13,晴,西南风,2级
2020-10-26,星期一,17.5,23,12,多云,南风,2级
2020-10-27,星期二,17.0,21,13,阴,南风,2级
2020-10-28,星期三,17.0,22,12,多云,东南风,2级
2020-10-29,星期四,16.0,19,13,多云,东风,2级
2020-10-30,星期五,15.5,18,13,多云,东南风,2级
2020-10-31,星期六,16.5,20,13,多云,西南风,2级
2020-11-01,星期日,17.5,23,12,阴转雨,西南风,2级
2020-11-02,星期一,12.0,15,9,阴,东风,2级
2020-11-03,星期二,12.5,15,10,阴,东风,2级
2020-11-04,星期三,15.0,17,13,多云,南风,2级
2020-11-05,星期四,17.0,22,12,晴,西南风,3级
2020-11-06,星期五,16.5,21,12,多云,南风,2级
2020-11-07,星期六,15.5,19,12,阴,东南风,2级
2020-11-08,星期日,12.5,16,9,多云,东风,2级
2020-11-09,星期一,11.5,15,8,晴,东风,2级
2020-11-10,星期二,12.5,19,6,晴,东风,2级
2020-11-11,星期三,13.0,19,7,晴,东南风,2级
2020-11-12,星期四,13.5,19,8,晴,东南风,1级
2020-11-13,星期五,14.0,19,9,晴,东南风,2级
2020-11-14,星期六,13.0,18,8,晴,东南风,2级
2020-11-15,星期日,14.0,21,7,晴,西南风,2级
2020-11-16,星期一,16.0,21,11,晴,西南风,2级
2020-11-17,星期二,16.0,21,11,晴,西南风,3级
2020-11-18,星期三,14.5,20,9,晴,西南风,4级
2020-11-19,星期四,14.0,20,8,晴,西南风,3级
2020-11-20,星期五,15.0,21,9,晴,西南风,3级
2020-11-21,星期六,15.0,21,9,晴,西南风,3级
2020-11-22,星期日,15.0,19,11,晴,西南风,3级
2020-11-23,星期一,14.5,19,10,晴,西南风,3级
2020-11-24,星期二,14.5,20,9,晴,西南风,3级
2020-11-25,星期三,14.5,20,9,晴,西南风,3级
2020-11-26,星期四,14.5,21,8,晴,西南风,2级
2020-11-27,星期五,13.0,18,8,晴,南风,2级
2020-11-28,星期六,13.0,18,8,小雨,南风,2级
2020-11-29,星期日,12.5,18,7,晴,南风,2级
2020-11-30,星期一,11.0,16,6,晴,南风,2级
2020-12-01,星期二,11.5,17,6,晴,西南风,2级
2020-12-02,星期三,12.0,18,6,多云,南风,2级
2020-12-03,星期四,9.5,13,6,阴,东南风,2级
2020-12-04,星期五,6.5,8,5,阴,东南风,2级
2020-12-05,星期六,11.5,16,7,晴,南风,3级
2020-12-06,星期日,11.5,17,6,晴,西南风,3级
2020-12-07,星期一,11.0,16,6,多云,南风,2级
2020-12-08,星期二,10.0,16,4,晴,西南风,2级
2020-12-09,星期三,11.5,18,5,晴,西南风,2级
2020-12-10,星期四,11.5,17,6,晴,西南风,2级
2020-12-11,星期五,12.5,20,5,晴,西南风,3级
2020-12-12,星期六,13.0,20,6,晴,西南风,3级
2020-12-13,星期日,14.5,21,8,晴,西南风,3级
2020-12-14,星期一,14.5,19,10,晴,西南风,3级
2020-12-15,星期二,14.5,18,11,晴,西南风,3级
2020-12-16,星期三,14.5,18,11,晴,西南风,3级
2020-12-17,星期四,13.5,19,8,多云,西南风,4级
2020-12-18,星期五,9.5,14,5,晴,西南风,3级
2020-12-19,星期六,3.0,3,3,阴,东南风,2级
2020-12-20,星期日,5.0,7,3,阴,东南风,2级
2020-12-21,星期一,7.0,10,4,晴,南风,2级
2020-12-22,星期二,8.0,12,4,晴,西南风,2级
2020-12-23,星期三,9.5,15,4,晴,西南风,2级
2020-12-24,星期四,10.5,15,6,晴,南风,2级
2020-12-25,星期五,11.0,17,5,晴,西南风,3级
2020-12-26,星期六,11.5,16,7,晴,西南风,3级
2020-12-27,星期日,11.0,16,6,晴,西南风,2级
2020-12-28,星期一,12.5,19,6,晴,西南风,3级
2020-12-29,星期二,11.5,20,3,阴,西南风,2级
2020-12-30,星期三,5.0,6,4,阴,东风,3级
2020-12-31,星期四,10.0,16,4,晴,南风,2级
